Código;Control Group;Treated Group;Intervention Target;Control Freezing %;Treated Freezing %;Control SEM;Treated SEM;Control Sample Size;Treated Sample Size;Control SD;Treated SD;Significant;p Value;Pooled SD;Effect Size (in Cohen's D);Effect Size (in %);Result Description;Descriptor Term;Graph Code;Protocol Code;Power (upper-bound ES);Power (intermediate);Power (lower-bound ES);Normalized Effect Size;Weighted Mean (Control+Treated);Pooled Coefficient of Variation;Contextual Baseline Freezing (Control);Contextual Baseline Freezing  (Treated);Contextual Baseline SEM (Control);Contextual Baseline SEM (Treated);Tone Baseline (Control);Tone Baseline (Treated);Tone Baseline SEM (Control);Tone Baseline SEM (Treated);Description Score;ES_Absolute Difference;Power_upper_AbsES;Power_lower_AbsES;Power_interm_AbsES;Power_d02;Power_d05;Power_d08
218;Shmt+/+;Shmt-/-;Shmt k.o.;30,24;21,29;3,87;4,59;;;;;FALSCH;p>0.05;;;-29,59656085;essa comparação não é mencionada no texto;-;106;140;;;;29,59656085;;;3,68;3,05;1,05;0,95;;;;;;-8,95;;;;;;
219;Shmt+/+;Shmt+/-;Shmt k.o.;67,06;67,06;2,27;2,27;;;;;FALSCH;p>0.1;;;0;freezing behavior during the context test did not differ among groups;did not differ;106;141;;;;0;;;3,68;2,84;1,05;0,95;;;;;0,14;0;;;;;;
220;Shmt+/+;Shmt-/-;Shmt k.o.;67,06;71,41;2,27;3,2;;;;;FALSCH;p>0.1;;;6,486728303;freezing behavior during the context test did not differ among groups;did not differ;106;141;;;;6,091583812;;;3,68;3,05;1,05;0,95;;;;;0,14;4,35;;;;;;
221;Veh (saline);Ro25;antagonista NMDA, seletivo NR2B;46,4;33,98;8,49;7,51;12;11;29,41022271;24,90785218;FALSCH;p>0,05;27,35880132;-0,453967257;-26,76724138;NR2B antagonist Ro25 impaired CS but not contextual memory in trace rats;not impaired;107;142;0,458170102;0,327580072;0,22448692;26,76724138;40,46;0,676193804;19,81;14,81;6,72;4,14;;;;;0,29;-12,42;0,521920361;0,245353971;0,321466088;0,076687438;0,22378312;0,482726232
222;Veh (saline);NVP;antagonista NMDA, seletivo NR2A;46,4;15,03;8,49;5,55;12;6;29,41022271;13,59466807;WAHR;p<0.05;25,54242574;-1,228152734;-67,60775862;NVP rats also froze signiﬁcantly less than controls during the context test;significantly less;107;142;0,381694731;0,272276674;0,188823278;67,60775862;35,94333333;0,710630411;19,81;9,12;6,72;1,89;;;;;0,79;-31,37;0,437212047;0,20556321;0,267267893;0,068522551;0,170075046;0,359622486
223;Veh (saline);Ro25;antagonista NMDA, seletivo NR2B;46,95;27,82;6,66;6,66;12;11;23,07091676;22,0887211;WAHR;p<0.05;22,60852684;-0,846140933;-40,74547391;Ro25 impaired Cs but not contextual memory in trace rats;impaired;108;143;0,622144941;0,457146026;0,312237742;40,74547391;37,80086957;0,598095417;19,81;14,81;6,72;4,14;;;;;0,93;-19,13;0,683760497;0,335810939;0,440412568;0,076687438;0,22378312;0,482726232
224;Veh (saline);NVP;antagonista NMDA, seletivo NR2A;46,95;13,91;6,66;3,18;12;6;23,07091676;7,789377382;WAHR;p<0,05;19,61872702;-1,68410519;-70,37273695;NVP rats froze signiﬁcantly less during the CS compared with controls;significantly less;108;143;0,589010272;0,429434898;0,292866609;70,37273695;35,93666667;0,545925063;19,81;9,12;6,72;1,89;;;;;0,79;-33,04;0,650168875;0,314911445;0,41352173;0,068522551;0,170075046;0,359622486
225;Veh (saline);Ro25;antagonista NMDA, seletivo NR2B;52,9;61,33;7,84;8,72;11;11;26,00233836;28,92096817;FALSCH;p>0.05;27,5004;0,306540996;15,93572779;Ro25 in PL had no effect on delay fear conditioning to the CS;no effect;108;144;0,665537825;0,494950759;0,339308969;13,74531225;57,115;0,481491727;3,75;2,95;0;0;;;;;0,21;8,43;0,500964172;0,235147373;0,307659405;0,075561084;0,216401986;0,46667114
226;Veh (saline);NVP;antagonista NMDA, seletivo NR2A;52,9;25;7,84;6,39;11;6;26,00233836;15,65223946;WAHR;p<0,05;23,07405325;-1,209150369;-52,74102079;NVP impaired CS memory in delay rats;impaired;108;144;0,540723982;0,390575625;0,266297463;52,74102079;43,05294118;0,535946038;3,75;4,5;0;0;;;;;0,93;-27,9;0,502012174;0,235651619;0,308343134;0,067972521;0,166448794;0,350814815
227;Veh (saline);Ro25;antagonista NMDA, seletivo NR2B;13,02;32,24;4,23;7,81;11;11;14,02932286;25,90283961;WAHR;p<0,05;20,8300144;0,922706995;147,6190476;Ro25 rats showed increased contextual freezing relative to controls;increased;107;145;0,38111507;0,271866775;0,18856196;59,61538462;22,63;0,920460203;;;;;;;;;0,71;19,22;0,735879069;0,371406691;0,485309086;0,075561084;0,216401986;0,46667114
228;Veh (saline);NVP;antagonista NMDA, seletivo NR2A;13,02;7,49;4,23;2,93;11;6;14,02932286;7,177004946;FALSCH;p>0.05;12,18131356;-0,453974029;-42,47311828;NVP rats exhibited less freezing than controls, but a potential ﬂoor effect may have obscured an impairment;less freezing;107;145;0,16074603;0,122853968;0,095384083;42,47311828;11,06823529;1,100565107;;;;;;;;;1,79;-5,53;0,960963792;0,64946084;0,788951331;0,067972521;0,166448794;0,350814815
229;mGlu-7 +/+;mGlu-7 -/-;ablation of glutamate receptor (mGlu-7);74,6;40;4,49;6,29;;;;;WAHR;p<0,01;;;-46,38069705;was significantly reduced in mGlu7-deficient mice on day 2;significantly reduced;109;146;;;;46,38069705;;;6,3;4,12;0;0;11,87;31,27;3,27;6,78;1,07;-34,6;;;;;;
230;mGlu-8 +/+;mGlu-8 -/-;ablation of glutamate receptor (mGlu-8);64,36;39,99;5,97;5,97;;;;;WAHR;p<0.01;;;-37,86513362;mGlu8-deficient mice showed an impaired freezing response when tested for the retention of contextual fear memory;impaired;109;146;;;;37,86513362;;;0;1,21;0;0;0,73;1,58;0;0;0,93;-24,37;;;;;;
231;F-S-0.25 (saline);F-T-0.25;inactivation of the FF area (TTX);62,33;55,51;3,57;3,89;11;12;11,8403505;13,47535528;FALSCH;NS;12,7230129;-0,536036555;-10,94176159;but not treatments [F(1,42) = 1.16, N.S.] were statistically significant.;not statistically significant;110;147;0,999660157;0,992011718;0,934085868;10,94176159;58,77173913;0,216481817;;;;;;;;;0,71;-6,82;0,991169434;0,778875016;0,895455243;0,076687438;0,22378312;0,482726232
232;F-S-0.25 (saline);F-T-0.25;inactivation of the FF area (TTX);85,01;93,48;3,9;3,9;11;12;12,93483668;13,5099963;FALSCH;NS;13,23922743;0,639765428;9,963533702;but not treatments [F(1,42) = 1.16, N.S.] were statistically significant.;not statistically significant;110;148;0,999999996;0,999992797;0,998804515;9,06076166;89,42913043;0,148041554;;;;;;;;;0,71;8,47;0,986227731;0,746020694;0,870904256;0,076687438;0,22378312;0,482726232
233;E-S-0.25 (saline);E-T-0.25;inactivation of the Entorhinal cortex area (TTX);59,05;29,92;3,54;3,54;;;;;WAHR;p<0.01;;;-49,33107536;both contextual and CS freezing retention were impaired;impaired;110;147;;;;49,33107536;;;;;;;;;;;0,93;-29,13;;;;;;
234;E-S-1.5 (saline);E-T-1.5;inactivation of the Entorhinal cortex area (TTX);59,44;35,03;3,15;3,54;;;;;WAHR;p<0.05;;;-41,0666218;was still followed by retention impairment of contextual freezing;impairment;110;147;;;;41,0666218;;;;;;;;;;;0,93;-24,41;;;;;;
235;E-S-0.25 (saline);E-T-0.25;inactivation of the Entorhinal cortex area (TTX);88,73;58,94;3,14;5,5;;;;;WAHR;p<0.05;;;-33,5737631;both contextual and CS freezing retention were impaired;impaired;110;148;;;;33,5737631;;;;;;;;;;;0,93;-29,79;;;;;;
236;E-S-1.5 (saline);E-T-1.5;inactivation of the Entorhinal cortex area (TTX);89,18;92,87;3,53;3,13;;;;;FALSCH;NS;;;4,137699036;but there was no retention impairment of acoustic CS response;no impairment;110;148;;;;3,973296005;;;;;;;;;;;0,29;3,69;;;;;;
239;SHAM + vehicle;TBI + vehicle;traumatic brain injury;34,35;13,49;6,28;3,98;8;8;17,76252234;11,25713996;WAHR;p=0.013;14,86994284;-1,402829871;-60,72780204;Both cue and contextual fear conditioning were significantly decreased in TBI animals;significantly decreased;112;149;0,5592833;0,405314164;0,276297812;60,72780204;23,92;0,621653129;8,22;5,69;1,68;1,37;;;;;1,14;-20,86;0,871785257;0,495631717;0,632060303;0,068522551;0,170075046;0,359622486
240;SHAM + vehicle;TBI + vehicle;traumatic brain injury;41,25;23,77;5,06;3,22;8;8;14,31184125;9,107535342;WAHR;p=0.011;11,99533243;-1,457233479;-42,37575758;Both cue and contextual fear conditioning were significantly decreased in TBI animals;significantly decreased;112;150;0,880939345;0,725948027;0,528612984;42,37575758;32,51;0,368973621;8,22;5,69;1,68;1,37;;;;;1,14;-17,48;0,969708615;0,675802331;0,81267938;0,068522551;0,170075046;0,359622486
241;No Shock conditoned;15 Shocks conditoned;previous stress protocol;28,57;51,35;3,08;7,33;9;10;9,24;23,17949525;WAHR;p<0.01;18,01734752;1,264337049;79,7339867;there was a significant main effect of stress exposure;significant effect;113;151;0,808302543;0,636604699;0,449295359;44,36222006;40,55947368;0,444220447;9,72;22,43;2,62;5,23;;;;;1;22,78;0,793767199;0,417083404;0,541141139;0,071974211;0,192823661;0,41350208
242;No Shock conditoned;15 Shocks conditoned;previous stress protocol;50,19;79,53;5,79;5,01;6;5;14,18254561;11,20270057;WAHR;p<0.01;12,9431449;2,266837018;58,45786013;there was a significant main effect of stress exposure;significant effect;114;152;0,996233688;0,96546174;0,850268152;36,89173897;63,52636364;0,203744464;13,46;22,43;4,49;6,35;;;;;1;29,34;0,83545212;0,45581792;0,58681412;0,062588441;0,131017424;0,261991073
243;No Shock conditoned;15 Shocks conditoned;previous stress protocol;33,59;61,39;5,79;4,24;5;8;12,94683359;11,99253101;WAHR;p<0.05;12,34808634;2,251360998;82,762727;there was a significant main effect of stress exposure;significant effect;115;153;0,978364307;0,900916283;0,731108452;45,28424825;50,69769231;0,243563085;13,7;20,37;9,63;5,56;;;;;1;27,8;0,904688469;0,539231136;0,679522322;0,064215087;0,141701906;0,289261208
244;Wildtype;Heterozygous;PTEN KO;11,98;10,19;3,5;3,24;11;10;11,60818677;10,24577962;FALSCH;NS;10,98392126;-0,16296548;-14,94156928;essa comparação não é mencionada no texto;-;116;154;0,20695446;0,153291274;0,114239771;14,94156928;11,12761905;0,987086385;;;;;;;;;;-1,79;0,99770559;0,855263324;0,94508385;0,074328778;0,208312458;0,448748668
245;Wildtype;Knockout;PTEN KO;11,98;1,78;3,5;0,39;10;10;11,06797181;1,233288287;WAHR;p<0.05;7,874674596;-1,295291618;-85,14190317;KO mice had impaired memory compared to the WT mice;impaired;116;154;0,342210659;0,244633177;0,171284946;85,14190317;6,88;1,144574796;;;;;;;;;0,93;-10,2;0,999997606;0,984402295;0,99807391;0,073209713;0,200955551;0,432157628
246;Wildtype;Heterozygous;PTEN KO;62,22;61,17;5,75;4,7;11;10;19,07059254;14,862705;FALSCH;p=0.46;17,2061418;-0,061024721;-1,68756027;There was no difference in percent time freezing;no difference;117;155;0,965478689;0,868916112;0,686109674;1,68756027;61,72;0,278777411;;;;;;;;;0,14;-1,05;0,864493021;0,487061334;0,622470694;0,074328778;0,208312458;0,448748668
247;Wildtype;Knockout;PTEN KO;62,22;54,9;5,75;5,75;10;10;18,18309655;18,18309655;FALSCH;p=0.46;18,18309655;-0,402571695;-11,76470588;There was no difference in percent time freezing;no difference;117;155;0,937355992;0,812916788;0,61803504;11,76470588;58,56;0,310503698;;;;;;;;;0,14;-7,32;0,807766706;0,429431259;0,555872503;0,073209713;0,200955551;0,432157628
248;Wildtype;Heterozygous;PTEN KO;63,25;55,75;5,5;5;31;20;30,622704;22,36067977;FALSCH;NS;27,71299702;-0,270631141;-11,85770751;essa comparação não é mencionada no texto;-;118;156;0,952809582;0,841995027;0,652014102;11,85770751;60,30882353;0,459518117;;;;;;;;;;-7,5;0,825107681;0,445622001;0,574946308;0,107299559;0,414355017;0,796553894
249;Wildtype;Knockout;PTEN KO;63,25;37,75;5,5;7,5;31;12;30,622704;25,98076211;WAHR;p<0,01;29,44921217;-0,865897527;-40,31620553;KO mice froze less than the WT mice;less;118;156;0,822214329;0,652451898;0,462673142;40,31620553;56,13372093;0,524626048;;;;;;;;;0,43;-25,5;0,632402406;0,304390362;0,39984307;0,090491055;0,312608333;0,652872221
250;WT;mCREB;mCREB k.o.;62,87;45,13;6,84;3,42;9;6;20,52;8,37725492;WAHR;p<0.05;16,91484373;-1,048782967;-28,21695562;freezing was signiﬁcantly reduced in mCREB mice compared to WTmice;significantly reduced;119;157;0,896053716;0,747163354;0,549078121;28,21695562;55,774;0,303274711;;;;;;;;;1,07;-17,74;0,732738051;0,369133179;0,482476818;0,066653678;0,157756034;0,32947174
251;control;cryo 6-min;pup cryoanesthesia for 6 min;16,25;13,91;3,3;2,83;33;35;18,95705673;16,74250579;FALSCH;NS;17,85057125;-0,131088242;-14,4;There were no differences between the groups;no difference;120;158;0,402467816;0,287052199;0,198270505;14,4;15,04558824;1,18643226;;;;;;;;;0,14;-2,34;0,999599663;0,917046054;0,976341363;0,130723915;0,54013351;0,909404018
252;control;cryo 12-min;pup cryoanesthesia for 12 min;16,25;16,05;3,3;2,81;33;36;18,95705673;16,86;FALSCH;NS;17,89226715;-0,011178013;-1,230769231;There were no differences between the groups;no difference;120;158;0,405424542;0,289169299;0,199628674;1,230769231;16,14565217;1,108178658;;;;;;;;;0,14;-0,2;0,999632622;0,919303689;0,977306398;0,131856461;0,545697076;0,913012863
253;control;cryo 6-min;pup cryoanesthesia for 6 min;64,6;64,97;4,13;3,75;33;35;23,72504373;22,18529919;FALSCH;NS;22,94474965;0,016125693;0,572755418;None of the experimen-tal factors differentiated the freezing of mice;no difference;121;159;0,999620504;0,991454152;0,93153436;0,569493612;64,79044118;0,354137883;;;;;;;;;0,14;0,37;0,985112782;0,739799933;0,866055339;0,130723915;0,54013351;0,909404018
254;control;cryo 12-min;pup cryoanesthesia for 12 min;64,6;69,1;4,13;3,38;33;36;23,72504373;20,28;FALSCH;NS;21,99281782;0,204612253;6,965944272;None of the experimen-tal factors differentiated the freezing of mice;no difference;121;159;0,999967168;0,998096624;0,970700778;6,512301013;66,94782609;0,328506826;;;;;;;;;0,14;4,5;0,991374926;0,780495729;0,896619105;0,131856461;0,545697076;0,913012863
255;CTR;DER;denial expected reward;34,97;32,35;3,5;6,55;;;;;FALSCH;NS;;;-7,492136117;essa comparação não é mencionada no texto;-;122;160;;;;7,492136117;;;;;;;;;;;;-2,62;;;;;;
256;CTR;RER;receive expected reward;34,97;66,01;3,5;3,93;;;;;WAHR;p=0.001;;;88,76179582;showed that contextual memory performance was enhanced in the RER males when compared to (...) CTR.;enhanced;122;160;;;;47,02317831;;;;;;;;;;;1,14;31,04;;;;;;
257;CTRL;DER;denial expected reward;34,09;43,72;7,87;5,68;;;;;FALSCH;NS;;;28,2487533;essa comparação não é mencionada no texto;-;122;161;;;;22,02653248;;;;;;;;;;;;9,63;;;;;;
258;CTRL;RER;receive expected reward;34,09;48,96;7,87;7,43;;;;;WAHR;p=0.019;;;43,61982986;contextual fear memory was lower in the CTRL compared to the RER;lower;122;161;;;;30,37173203;;;;;;;;;;;0,5;14,87;;;;;;
259;untreated;VPA-treated;cronic treatment with acid valproic;69,05;47,55;4,53;6,41;16;12;18,12;22,20489135;WAHR;p<0,05;19,95055927;-1,077664025;-31,13685735;resulted in a significant contextual fear memory impairment;impairment;123;162;0,985273659;0,921356501;0,763406315;31,13685735;59,83571429;0,333422263;;;;;;;;;0,93;-21,5;0,855477648;0,476900267;0,610993507;0,081968385;0,258173203;0,553690588
260;eNpHR3.0;POMC-eNpHR3.0;supression of actionpotential generation;47,87;18,12;9,09;3,27;;;;;WAHR;p=0.006;;;-62,14748277;mice exhibited a robust impairment in freezing to the context;impairment;124;163;;;;62,14748277;;;;;;;;;;;0,93;-29,75;;;;;;
261;ChR2 het;POMC-ChR2;increased activity of DG;50,29;13,45;7,6;7,89;;;;;WAHR;p=0,004;;;-73,2551203;mice showed a marked decrease in freezing;marked decrease;124;163;;;;73,2551203;;;;;;;;;;;1,79;-36,84;;;;;;
262;eNpHR3.0;POMC-eNpHR3.0;supression of actionpotential generation;40,17;37,11;12,22;12,22;6;6;29,93276466;29,93276466;FALSCH;NS;29,93276466;-0,102229114;-7,617625093;froze similarly to the training context;similarly;125;163;0,185622059;0,139211726;0,105515996;7,617625093;38,64;0,77465747;;;;;;;;;0;-3,06;0,265337614;0,133604265;0,167213825;0,063856988;0,1393477;0,283285026
263;ChR2 het;POMC-ChR2;increased activity of DG;42,2;43,95;7,56;8,12;9;9;22,68;24,36;FALSCH;NS;23,53499522;0,074357355;4,146919431;in the ventral DG had no effect;no effect;125;163;0,43984316;0,314089671;0,215707457;3,981797497;43,075;0,546372495;;;;;;;;;0,21;1,75;0,545422817;0,257129674;0,337306772;0,070863494;0,1855067;0,396438439
266;Control (DMSO);H89 5uM;PKA II inhibitor;58,71;56,14;3,3;4,77;8;8;9,333809512;13,49159739;FALSCH;NS;11,60049999;-0,221542175;-4,377448476;5 μM did not show any significant alteration;no significant alteration;127;166;0,996101297;0,964731622;0,848511369;4,377448476;57,425;0,202011319;;;;;;;;;0,64;-2,57;0,977630834;0,704786094;0,837623752;0,068522551;0,170075046;0,359622486
267;Control (DMSO);H89 10uM;PKA II inhibitor;58,71;34,12;3,3;5,5;8;8;9,333809512;15,55634919;WAHR;p<0,01;12,82809417;-1,916886458;-41,8838358;10 μM concentration decreased the freezing time significantly;significant decrease;127;166;0,986740949;0,926167346;0,771543586;41,8838358;46,415;0,2763782;;;;;;;;;1,14;-24,59;0,948181845;0,617595692;0,758955732;0,068522551;0,170075046;0,359622486
268;Control (DMSO);H89 5uM;PKA II inhibitor;52,23;48,21;8,4;4,38;8;8;23,75878785;12,38851081;FALSCH;NS;18,9467042;-0,212174105;-7,69672602;essa comparação não é mencionada no texto;-;127;167;0,711200728;0,53694316;0,370368576;7,69672602;50,22;0,377274078;;;;;;;;;;-4,02;0,680454616;0,333690525;0,43770171;0,068522551;0,170075046;0,359622486
269;Control (DMSO);H89 10uM;PKA II inhibitor;52,23;23,74;8,4;4,74;8;8;23,75878785;13,40674457;WAHR;p<0,01;19,2901633;-1,47691855;-54,5471951;freezing decreased significantly for the 10 μM dose;significant decrease;127;167;0,695704579;0,52240922;0,359491374;54,5471951;37,985;0,507836338;;;;;;;;;1,14;-28,49;0,664846587;0,32387196;0,425097462;0,068522551;0,170075046;0,359622486
270;Control (DMSO);Bucladesine 50uM;cAMP analog;58,73;67,88;3,7;3,69;8;8;10,46518036;10,43689609;FALSCH;NS;10,45104779;0,875510301;15,57977184;Animals which received 50 μM bucladesine did not differ from the control group.;did not differ;127;166;0,999964065;0,997987812;0,969761999;13,47967001;63,305;0,1650904;;;;;;;;;0,14;9,15;0,992725648;0,791881678;0,904666468;0,068522551;0,170075046;0,359622486
271;Control (DMSO);Bucladesine 100uM;cAMP analog;58,73;76,09;3,7;4,17;8;8;10,46518036;11,79454111;WAHR;p<0,01;11,14969058;1,55699388;29,55899881;administration of 100 and 300 bucladesine increased post-shock freezing significantly;significantly increased;127;166;0,999990258;0,999100301;0,98086235;22,8150874;67,41;0,165401136;;;;;;;;;1,07;17,36;0,984901809;0,738659822;0,865159903;0,068522551;0,170075046;0,359622486
272;Control (DMSO);Bucladesine 300uM;cAMP analog;58,73;79,22;3,7;3,69;8;8;10,46518036;10,43689609;WAHR;p<0,001;10,45104779;1,960568969;34,88847267;administration of 100 and 300 bucladesine increased post-shock freezing significantly;significantly increased;127;166;0,999999649;0,99988528;0,99410486;25,86468064;68,975;0,151519359;;;;;;;;;1,07;20,49;0,992725648;0,791881678;0,904666468;0,068522551;0,170075046;0,359622486
273;Control (DMSO);Bucladesine 50uM;cAMP analog;52,09;54,88;8,83;7,44;8;8;24,97501151;21,04349781;FALSCH;NS;23,09307255;0,120815452;5,356114417;50 μM bucladesine did not differ from DMSO control;did not differ;127;167;0,583088074;0,424576456;0,289508237;5,083819242;53,485;0,431767272;;;;;;;;;0,14;2,79;0,513138106;0,241044472;0,315645038;0,068522551;0,170075046;0,359622486
274;Control (DMSO);Bucladesine 100uM;cAMP analog;52,09;75,34;8,83;3,72;8;8;24,97501151;10,5217489;WAHR;p<0,05;19,1632252;1,213261325;44,63428681;100 and 300 μM of post-training bucladesine improved tone conditioning;improved;127;167;0,948394825;0,833334046;0,641616935;30,86010088;63,715;0,300764737;;;;;;;;;0,79;23,25;0,670584798;0,327445658;0,429694846;0,068522551;0,170075046;0,359622486
275;Control (DMSO);Bucladesine 300uM;cAMP analog;52,09;84,18;8,83;3,72;8;8;24,97501151;10,5217489;WAHR;p<0,01;19,1632252;1,674561545;61,60491457;100 and 300 μM of post-training bucladesine improved tone conditioning;improved;127;167;0,979849584;0,90505541;0,737384797;38,12069375;68,135;0,281253764;;;;;;;;;0,79;32,09;0,670584798;0,327445658;0,429694846;0,068522551;0,170075046;0,359622486
276;SAL;AP5;NMDA receptor antagonist;40,26;11,07;16,77;7,71;10;9;53,03139636;23,13;WAHR;p=0,007;41,72101756;-0,699647365;-72,50372578;conditioned-saline (n 5 10) freezing time was significantlyhigher than that of all other groups;significantly higher;128;168;0,160118418;0,122441895;0,095128812;72,50372578;26,43315789;1,578359185;;;;;;;;;0,79;-29,19;0,22452927;0,117585537;0,144722171;0,071974211;0,192823661;0,41350208
277;WT;ITSN1 gt/gt;loss of function intersectin1;41,73;17,26;5,36;4,02;14;11;20,05528359;13,33283166;WAHR;p=0,005;17,45357968;-1,402004658;-58,63886892;Itsn1Gt/Gt and Itsn1Gt/GtItsn2-/-mice froze significantly less than Itsn2-/- and WT mice;significantly less;130;169;0,773057457;0,59845023;0,418094339;58,63886892;30,9632;0,563687851;;;;;;;;;0,79;-24,47;0,905257743;0,540072677;0,680416181;0,078672576;0,236756422;0,510245161
278;WT;ITSN2 -/-;loss of function intersectin2;41,73;29,33;5,36;7,03;14;15;20,05528359;27,22707292;FALSCH;NS;24,04253653;-0,51575257;-29,71483345;Itsn2-/- and WT micewhich did not differ;did not differ;130;169;0,568379153;0,412625194;0,281292583;29,71483345;35,3162069;0,680779128;;;;;;;;;0,14;-12,4;0,730873954;0,36779249;0,480804329;0,083788828;0,269925375;0,576469931
279;WT;ITSN1gt/gt ITSN2 -/-;loss of function intersectin1 e intersectin2;41,73;12,57;5,36;5,36;14;9;20,05528359;16,08;WAHR;p=0,002;18,64111993;-1,564283697;-69,87778577;Itsn1Gt/Gt and Itsn1Gt/GtItsn2-/-mice froze significantly less than Itsn2-/- and WT mice;significantly less;130;169;0,667103788;0,4963508;0,340326945;69,87778577;30,31956522;0,614821479;;;;;;;;;0,79;-29,16;0,823597176;0,444168535;0,573245402;0,075458745;0,215730707;0,465196835
280;WT;ITSN1 +/gt;knock out parcial sem perda de função;35,51;33,74;8,42;3,03;6;6;20,62470363;7,421953921;FALSCH;NS;15,49941612;-0,11419785;-4,984511405;Itsn1+/Gt mice froze to a similar degree as WT mice;similar;130;169;0,441066827;0,314985426;0,216288701;4,984511405;34,625;0,447636567;;;;;;;;;0;-1,77;0,729532299;0,366831446;0,479604394;0,063856988;0,1393477;0,283285026
283;ACSF/vHp;R165/vHp;anti-nectin-1;88,36;73,28;3,43;5,29;7;7;9,074926997;13,99602444;WAHR;p=0,04;11,79497774;-1,278510255;-17,06654595;R165 again showed impaired contextual fear memory;impaired;133;171;0,999995457;0,999438631;0,985373577;17,06654595;80,82;0,145941323;;;;;;;;;0,93;-15,08;0,954457838;0,632452447;0,773113384;0,066187007;0,154681378;0,321847795
284;ACSF/vHp;R165/vHp;anti-nectin-1;98;97,6;1,3;2;;;;;FALSCH;p=0.86;;;-0,408163265;no effect of the treatment was observed;no effect;134;172;;;;0,408163265;;;;;;;;;;;0,21;-0,4;;;;;;
286;Control;Arsenic;exposure to arsenic in drinking water;64,84;44,57;5,89;6,26;14;15;22,03836201;24,24487575;WAHR;p<0,05;23,20868149;-0,873380076;-31,26156693;arsenic exposed mice displayed significantly shorter freezing periods in the contextual stage;significanly shorter;136;173;0,929490926;0,799264351;0,602913378;31,26156693;54,35551724;0,426979314;;;;;;;;;0,71;-20,27;0,760523183;0,389917484;0,508184046;0,083788828;0,269925375;0,576469931
287;Control;Arsenic;exposure to arsenic in drinking water;47,65;36,45;3,12;3,38;14;15;11,67397105;13,09068371;WAHR;p<0,05;12,42873731;-0,901137398;-23,50472193;arsenic exposed mice displayed significantly shorter freezing periods (...)as well as in the cued phase of the test;significanly shorter;136;174;0,997017251;0,97001365;0,861620923;23,50472193;41,85689655;0,296934038;;;;;;;;;0,71;-11,2;0,998744432;0,880463664;0,958901223;0,083788828;0,269925375;0,576469931
288;WT;MCAT;overexpression of mithochondrial catalase;4,61;10,24;1,44;1,68;;;;;WAHR;p=0,022;;;122,1258134;with MCAT mice exhibiting significantly greater freezing than WT mice;significantly greater;137;175;;;;54,98046875;;;;;;;;;;;1,14;5,63;;;;;;
289;Dorsal Sham 1h;Dorsal lesion 1h;lesão do hipocampo dorsal;24,09;12,74;3,59;2,78;8;9;10,15405338;8,34;WAHR;p<0,005;9,231028834;-1,229548754;-47,11498547;Lesions of the DH disrupt the long-term freezing response;disrupt;129;176;0,688556003;0,515806237;0,354595292;47,11498547;18,08117647;0,510532534;;;;;;;;;1,5;-11,35;0,999237619;0,898040408;0,967690406;0,069623506;0,177333566;0,377076217
290;Ventral Sham 1h;Ventral lesion 1h;lesão do hipocampo ventral;22,93;12,16;2,54;3,93;9;9;7,62;11,79;WAHR;p=0,004;9,926441961;-1,084980907;-46,9690362;Lesions of the ventral hippocampus  also disrupt the conditioned freezing response;disrupt;138;176;0,609120497;0,446142912;0,304501028;46,9690362;17,545;0,565770417;;;;;;;;;1,5;-10,77;0,998448597;0,872148899;0,954495628;0,070863494;0,1855067;0,396438439
292;WT 4 month;TG 4 month;carrying mutant human HTT gene;77,06;31,98;4,9;6,53;13;13;17,66720125;23,54424983;WAHR;p<0,0001;20,81419828;-2,165829277;-58,49987023;TG rats expressed a significant lower freezing behaviour when re-exposed to the conditioning context;significant lower;140;177;0,99058652;0,939928777;0,796255436;58,49987023;54,52;0,381771795;0,41;0,24;0,16;0,16;;;;;0,78;-45,08;0,804694674;0,426669702;0,552591634;0,080278796;0,247214802;0,531771458
293;WT 6 month;TG 6 month;carrying mutant human HTT gene;48,84;6,67;7,51;4,9;7;9;19,86959235;14,7;WAHR;p<0,0001;17,10790168;-2,464942854;-86,34316134;TG rats expressed a significant lower freezing behaviour when re-exposed to the conditioning context;significant lower;140;177;0,734359915;0,559271825;0,387362853;86,34316134;25,119375;0,681063987;0,08;0,16;0,16;0,08;;;;;0,78;-42,17;0,760815656;0,390144817;0,508462901;0,06823031;0,168148321;0,35494991
294;WT 12 month;TG 12 month;carrying mutant human HTT gene;49,04;8,51;5,23;2,28;16;6;20,92;5,584836614;WAHR;p<0,0001;18,33118654;-2,210986174;-82,64681892;TG rats expressed a significant lower freezing behaviour when re-exposed to the conditioning context;significant lower;140;177;0,722783582;0,548015373;0,378751319;82,64681892;37,98636364;0,482572818;0,9;0,41;0,24;0,16;;;;;0,78;-40,53;0,746062339;0,378906419;0,49461695;0,070224527;0,181295508;0,386501245
295;WT young;TNFR1−/− young;TNFR1 k.o.;50;43,8;3,4;5,9;10;10;10,75174404;18,65743819;FALSCH;NS;15,22662142;-0,407181595;-12,4;essa comparação não é mencionada no texto;-;141;178;0,918030552;0,780446043;0,582812827;12,4;46,9;0,324661438;;;;;;;;;;-6,2;0,922066992;0,566702307;0,708253201;0,073209713;0,200955551;0,432157628
